word	emotion
一帮	negative
遗祸	negative
臆造	negative
阴晦	negative
淫风	negative
淫逸	negative
营私	negative
忧患	negative
诱发	negative
迂阔	negative
愚痴	negative
郁怒	negative
冤结	negative
冤头	negative
元恶	negative
怨苦	negative
杂凑	negative
灾病	negative
油腻	negative
凄怆	negative
草鸡	negative
作难	negative
冗杂	negative
使性子	negative
老古董	negative
自是	negative
诬陷	negative
明目张胆	negative
朝不保夕	negative
暗箭	negative
大势已去	negative
挂羊头卖狗肉	negative
败落	negative
桑榆暮景	negative
弛懈	negative
侵犯	negative
算计	negative
单薄	negative
斤斤计较	negative
假意	negative
尖刻	negative
敷衍	negative
触犯	negative
险要	negative
浪子	negative
随便	negative
丢丑	negative
污浊	negative
点火	negative
宠儿	negative
痴子	negative
蹉跎	negative
扰乱	negative
轻易	negative
窄小	negative
生涩	negative
狐狸精	negative
肆无忌惮	negative
衰弱	negative
率由旧章	negative
拘板	negative
啼饥号寒	negative
不管三七二十一	negative
纷繁	negative
闪失	negative
退却	negative
穷途末路	negative
谬误	negative
讨价还价	negative
奴颜婢膝	negative
挑唆	negative
粗疏	negative
琐碎	negative
严厉	negative
不对	negative
陈陈相因	negative
践踏	negative
侵扰	negative
模糊	negative
抱歉	negative
恬不知耻	negative
栽跟头	negative
东鳞西爪	negative
凌虐	negative
艰难	negative
横财	negative
当道	negative
妖冶	negative
朝三暮四	negative
忧伤	negative
气息奄奄	negative
疾言厉色	negative
坍台	negative
任性	negative
危殆	negative
强弩之末	negative
流毒	negative
抖搂	negative
奸邪	negative
过不去	negative
抢占	negative
厌烦	negative
落伍	negative
奸佞	negative
悔过	negative
痴心妄想	negative
匆忙	negative
内乱	negative
如丧考妣	negative
造谣	negative
衰退	negative
笑话	negative
窟窿	negative
鄙吝	negative
讨厌	negative
对头	negative
难受	negative
疏忽	negative
区区	negative
紧张	negative
低头	negative
险恶	negative
对立	negative
气焰	negative
凶险	negative
数米而炊	negative
七上八下	negative
干燥	negative
对付	negative
好人	negative
好事	negative
灾殃	negative
脏话	negative
糟朽	negative
遭罪	negative
造孽	negative
贼窝	negative
招风	negative
支使	negative
指责	negative
重浊	negative
转蓬	negative
滋蔓	negative
自居	negative
走过场	negative
阻绝	negative
嘴笨	negative
病恹恹	negative
坐守	negative
孤傲不群	negative
黑漆漆	negative
不屑于	negative
发呆	negative
介怀	negative
凄惶	negative
势成骑虎	negative
抑郁寡欢	negative
哀婉	negative
老虎屁股摸不得	negative
寥寂	negative
米珠薪桂	negative
竹篮子打水一场空	negative
梼昧	negative
暗无天日	negative
白衣苍狗	negative
卑猥	negative
憋拗	negative
不成器	negative
不分青红皂白	negative
不得劲	negative
不更事	negative
嗜血成性	negative
索然乏味	negative
死脑筋	negative
松垮	negative
随风转舵	negative
危机重重	negative
无涵养	negative
无实效	negative
不伦不类	negative
不切实际	negative
不痛不痒	negative
不像话	negative
不足取	negative
残破不全	negative
味道不好	negative
玄秘	negative
岌岌可危	negative
茕茕孑立，形影相吊	negative
长篇累牍	negative
阴凄	negative
成事不足，败事有余	negative
臭烘烘	negative
村气	negative
循规蹈矩	negative
低卑	negative
滴里嘟噜	negative
动作迟顿	negative
风吹日晒	negative
腐败堕落	negative
高不成，低不就	negative
寡淡	negative
乖谬	negative
含含混混	negative
豪侈	negative
火冒三丈	negative
义形于色	negative
胡子拉茬	negative
坏人当道	negative
荒无人烟	negative
灰茫茫	negative
哀怨	negative
哀思	negative
哀矜	negative
抱恨终生	negative
憋得慌	negative
凄切	negative
吃后悔药	negative
兔死狐悲	negative
戳脊梁骨	negative
同病相怜	negative
惨重	negative
烦腻	negative
忿忿	negative
寡欢	negative
喝叱	negative
惶惧	negative
急急巴巴	negative
惨不忍睹	negative
疚愧	negative
抗议	negative
拉不下脸	negative
回肠九转	negative
打掉牙往肚子里吞－有苦显不出来	negative
闷沉沉	negative
面有愠色	negative
怒喝	negative
抱屈衔冤	negative
气忿忿	negative
惶恐不安	negative
杯弓蛇影	negative
危惧	negative
急不可待	negative
羞于	negative
鄙弃	negative
愧对	negative
心灰意懒	negative
嗔斥	negative
无计可施	negative
片瓦无存	negative
七手八脚	negative
沿门托钵	negative
弹尽粮绝	negative
舟中敌国	negative
眼馋	negative
小家子相	negative
迁延时日	negative
见风使舵	negative
骄奢淫逸	negative
江河日下	negative
经验不足	negative
拘礼	negative
开小差	negative
割席断交	negative
石沉大海	negative
公子哥儿	negative
扬玲打鼓	negative
不整齐	negative
耳报神	negative
狂悖	negative
老赶	negative
从权	negative
离索	negative
哩哩啦啦	negative
零七八碎	negative
流里流气	negative
乱了营	negative
落俗套	negative
漫不经意	negative
内幕	negative
没出息	negative
没礼貌	negative
没心没肺	negative
迷宫般	negative
名义上	negative
目光短浅	negative
难人	negative
一触即溃	negative
纸醉金迷	negative
摇摇欲坠	negative
拆烂污	negative
官倒	negative
难相处	negative
闹闹哄哄	negative
黑话	negative
脾气爆躁	negative
骗人	negative
其貌不扬	negative
气盛	negative
强行	negative
穷奢极侈	negative
缺乏才智	negative
绕脖子	negative
认死理儿	negative
弱不禁风	negative
散乱	negative
傻里瓜唧	negative
无根据	negative
拿捏	negative
喧杂	negative
一脸横肉	negative
滑不唧溜	negative
是非	negative
细瘦	negative
悄然	negative
浅易	negative
天怒人怨	negative
有失偏颇	negative
杂草丛生	negative
忸怩作态	negative
捉襟见肘	negative
泼悍	negative
艰苦	negative
蔫不溜	negative
掩耳盗铃	negative
狐疑	negative
惨痛	negative
郁结	negative
拒谏饰非	negative
授人以柄	negative
政出多门	negative
屈节辱命	negative
社稷为墟	negative
豆剖瓜分	negative
潮呼呼	negative
鄙俚	negative
四平八稳	negative
谪居	negative
情绪低落	negative
赘述	negative
心疼	negative
土里土气	negative
从心所欲	negative
等不及	negative
责斥	negative
莽莽苍苍	negative
扑朔迷离	negative
冥顽不灵	negative
眼巴巴	negative
脏乎乎	negative
悲愤填膺	negative
郁愤	negative
纳鞋底戳了手－真气人	negative
寂寞	negative
触目兴叹	negative
愤世嫉俗	negative
怨声载道	negative
毛骨悚然	negative
愤然	negative
恼怒	negative
气愤	negative
震怒	negative
动肝火	negative
悻然	negative
艰难险阻	negative
负气	negative
横眉怒目	negative
奇耻大辱	negative
草场着火－火气冲天	negative
汉奸	negative
怒气冲天	negative
气呼呼	negative
辛酸	negative
哀戚	negative
揪心	negative
哀怜	negative
哀哀	negative
苦处	negative
哭鼻子	negative
饮泣	negative
哭嚎	negative
苦脸	negative
盛筵难再	negative
朽木死灰	negative
怨离惜别	negative
寒心	negative
火烧旗杆－长叹	negative
黄蜂叮屁股－有痛说不出口	negative
百口难辨	negative
吓人	negative
不寒而栗	negative
提心吊胆	negative
心惊胆战	negative
惧色	negative
老鼠偷猫饭－心惊肉跳	negative
局天蹐地	negative
视为畏途	negative
霸占	negative
背信弃义	negative
豺狼	negative
丑态	negative
钩心斗角	negative
祸国殃民	negative
歹徒	negative
独裁	negative
负隅顽抗	negative
老巢	negative
流言蜚语	negative
狞笑	negative
作呕	negative
盘踞	negative
敌对	negative
敲骨吸髓	negative
耻辱	negative
骄慢	negative
杀气腾腾	negative
逃窜	negative
歪门邪道	negative
为非作歹	negative
文痞	negative
舞弊	negative
野蛮	negative
狰狞	negative
罪孽深重	negative
小瞧	negative
卑俗	negative
浮滑	negative
可恨	negative
摧残	negative
厚脸皮	negative
苍蝇药不死人－恶心	negative
无耻之尤	negative
食肉寝皮	negative
老鼠过街,人人喊打	negative
疾首蹙额	negative
丧家之犬	negative
视若草芥	negative
杂种	negative
外遇	negative
挖苦	negative
狗东西	negative
地头蛇	negative
佞人	negative
母夜叉	negative
诬蔑	negative
哭闹	negative
繁难	negative
白区	negative
藏奸	negative
苦闷	negative
憋闷	negative
担心	negative
烦心	negative
迷茫	negative
无精打采	negative
愁容	negative
惆怅	negative
败兴	negative
容忍	negative
暴躁	negative
焦渴	negative
骑虎难下	negative
疑虑	negative
窝憋	negative
乏力	negative
不辞而别	negative
郁郁不得志	negative
忧心如捣	negative
贫困	negative
不知所云	negative
惘然若失	negative
不问不界	negative
酷热	negative
削足适履	negative
费劲	negative
败笔	negative
羞涩	negative
困窘	negative
惨怛	negative
后悔	negative
汗颜无地	negative
后悔无及	negative
恐慌	negative
心急	negative
怯场	negative
头脑发热	negative
心急如焚	negative
仓皇	negative
卧不安席	negative
脚板上长草－慌了脚	negative
小媳妇见了恶婆婆－心里直扑腾	negative
失魂落魄	negative
急来抱佛脚	negative
五内如焚	negative
失望	negative
缺憾	negative
自馁	negative
一场空	negative
难于登天	negative
不遂	negative
醋心	negative
红眼病	negative
半信半疑	negative
疑神疑鬼	negative
犯嘀咕	negative
八面圆通	negative
笨拙	negative
不择手段	negative
陈腐	negative
不怀好意	negative
野心	negative
一暴十寒	negative
地狱变相	negative
人间地狱	negative
百里之才	negative
欺公误国	negative
卖官鬻爵	negative
中饱私囊	negative
乘伪行诈	negative
一己之私	negative
口血未干	negative
结驷联骑	negative
食日万钱	negative
大开方便之门	negative
朽索驭马	negative
鱼游釜中	negative
苦海茫茫	negative
加油加醋	negative
自吹自擂	negative
虎狼之穴	negative
参差不齐	negative
判若两人	negative
众寡悬殊	negative
蹈其覆辙	negative
举措失当	negative
责有攸归	negative
朝更暮改	negative
避重就轻	negative
美中不足	negative
唾面自干	negative
深闭固拒	negative
遗老遗少	negative
先入之见	negative
不识时变	negative
人穷志短	negative
珠泪偷弹	negative
累块积苏	negative
穷阎漏屋	negative
池鱼之祸	negative
浪迹浮踪	negative
形锁骨立	negative
不省人事	negative
癣疥之疾	negative
山颓木坏	negative
兰摧玉折	negative
顾影自怜	negative
胡言乱语	negative
言不及义	negative
口惠而实不至	negative
凿空之论	negative
嘟嘟囔囔	negative
妄言妄听	negative
弟子孩儿	negative
出言不逊	negative
冥思苦索	negative
多端寡要	negative
浮生若梦	negative
寄人篱下	negative
欺大压小	negative
倚财仗势	negative
饱食终日	negative
衣来伸手，饭来张口	negative
上之所好，下必甚焉	negative
旱魃为虐	negative
泼天大祸	negative
凶年恶岁	negative
不名一钱	negative
饥寒交迫	negative
附膻逐腥	negative
樵苏不爨	negative
趋炎附势	negative
少吃无穿	negative
赤舌烧城	negative
向壁虚造	negative
两头白面	negative
朝齑暮盐	negative
酒池肉林	negative
始乱终弃	negative
草薙禽狝	negative
焚书坑儒	negative
荼毒生灵	negative
置之死地而后快	negative
听天任命	negative
听人穿鼻	negative
兵戎相见	negative
观望不前	negative
依违两可	negative
低眉折腰	negative
俯仰由人	negative
召之即来，挥之即去	negative
知法犯法	negative
一文如命	negative
替罪羊	negative
装聋作哑	negative
仗气使酒	negative
推波助澜	negative
招权纳贿	negative
屏气慑息	negative
目迷五色	negative
颠倒是非	negative
舍本逐末	negative
格格不入	negative
项背相望	negative
故技重施	negative
东窗事发	negative
欲盖弥彰	negative
暮虢朝虞	negative
大敌当前	negative
自相残害	negative
前挽后推	negative
顺水人情	negative
欺人太甚	negative
肆言如狂	negative
横冲直撞	negative
含垢纳污	negative
伴食宰相	negative
夹枪带棒	negative
之乎者也	negative
狐朋狗党	negative
任达不拘	negative
惹祸招愆	negative
招风揽火	negative
沸反盈天	negative
委过于人	negative
独行其是	negative
草草了事	negative
私相授受	negative
狂奴故态	negative
披毛索厣	negative
仗马寒蝉	negative
狗急跳墙	negative
盘马弯弓	negative
管窥筐举	negative
食而不化	negative
井中视星	negative
眼高手低	negative
土龙刍狗	negative
银样镴枪头	negative
脚高步低	negative
奇装异服	negative
阿尊事贵	negative
耿耿于怀	negative
肥头大耳	negative
蓬头历齿	negative
龙蟠凤逸	negative
功亏一篑	negative
兵败将亡	negative
片甲不存	negative
一之谓甚	negative
衣架饭囊	negative
不务正业	negative
朽木粪土	negative
何所不为	negative
妖魔鬼怪	negative
顺手牵羊	negative
毕其功于一役	negative
断鹤续凫	negative
泼油救火	negative
缘木求鱼	negative
蔽美扬恶	negative
浑然无知	negative
目挑心招	negative
承颜候色	negative
一败涂地	negative
末学肤受	negative
一叶蔽目	negative
掩目捕雀	negative
好肉剜疮	negative
以指浇沸	negative
自讨苦吃	negative
兰因絮果	negative
打情骂俏	negative
牛头不对马嘴	negative
刀头舔蜜	negative
学步邯郸	negative
饾饤堆砌	negative
眉眼高低	negative
附庸风雅	negative
行浊言清	negative
卑之无甚高论	negative
德薄才疏	negative
见笑大方	negative
贻笑大方	negative
果于自信	negative
矜才使气	negative
心高气傲	negative
杀妻求将	negative
东食西宿	negative
裒敛无厌	negative
贪猥无厌	negative
谩上不谩下	negative
sigh	negative
MD	negative
真TM	negative
你丫	negative
ZE	negative
JJWW	negative
苟且偷安	negative
厚颜无耻	negative
昏庸	negative
串通	negative
胆小如鼠	negative
恶习	negative
坑害	negative
窥伺	negative
不满	negative
滥用	negative
连篇累牍	negative
马虎	negative
肆意	negative
明争暗斗	negative
冷漠	negative
怪癖	negative
暴戾	negative
圆滑	negative
破罐破摔	negative
懈怠	negative
激进	negative
自傲	negative
穷兵黩武	negative
杀害	negative
世故	negative
随声附和	negative
螳臂当车	negative
挑三拣四	negative
玩忽职守	negative
伪造	negative
无风生浪	negative
无知	negative
归罪	negative
要挟	negative
油滑	negative
瞻前顾后	negative
漠视	negative
恶恶实实	negative
阴鸷	negative
猥陋	negative
衣冠禽兽	negative
狡兔三窟	negative
愚懦	negative
矜夸	negative
不自量	negative
目空一切	negative
傲气	negative
古板	negative
心窄	negative
乖刺	negative
言不由衷	negative
顺风转舵	negative
以邻为壑	negative
平板	negative
粗野	negative
强横	negative
逞能	negative
谨小慎微	negative
愣头愣脑	negative
愚钝	negative
低劣	negative
轻薄	negative
佻薄	negative
卑贱	negative
娇气	negative
无味	negative
粗枝大叶	negative
见异思迁	negative
讳疾忌医	negative
出格	negative
奴颜卑膝	negative
瞒哄	negative
一手遮天	negative
故弄玄虚	negative
瞎胡闹	negative
威吓	negative
夸大	negative
好逸恶劳	negative
六亲不认	negative
胆小鬼	negative
投机主义	negative
粗心大意	negative
反常	negative
开了锁的猴子－得意忘形	negative
啰唆	negative
强硬	negative
视若路人	negative
木心石腹	negative
胡里胡涂	negative
不才	negative
独断独行	negative
不由分说	negative
蹈常袭故	negative
一偏	negative
兔子尾巴长不了	negative
嗤笑	negative
讥讽	negative
损公肥私	negative
名缰利锁	negative
物欲横流	negative
猥贱	negative
跳梁小丑	negative
铁公鸡	negative
淫亵	negative
争吵	negative
负心	negative
瞒骗	negative
玩花样	negative
谄谀	negative
曲意奉承	negative
背谬	negative
不堪一击	negative
沧海一粟	negative
大谬不然	negative
不合理	negative
生拉硬拽	negative
没脸	negative
危言耸听	negative
虚有其表	negative
不怎么样	negative
言行不一	negative
不良	negative
隐晦	negative
爱小	negative
摆份儿	negative
拜金	negative
暴民	negative
逼婚	negative
变态	negative
不扬	negative
畏葸	negative
无耻	negative
可疑	negative
倔强	negative
草野	negative
差误	negative
谗害	negative
缠扰	negative
吵扰	negative
嗔怒	negative
吃货	negative
迟误	negative
叱呵	negative
丑类	negative
敌国	negative
舛错	negative
闯祸	negative
蠢蠢	negative
次品	negative
撺掇	negative
篡权	negative
错处	negative
噩耗	negative
蹈袭	negative
盗印	negative
敌探	negative
顶嘴	negative
毒打	negative
毒刑	negative
赌博	negative
短浅	negative
讹传	negative
恶臭	negative
恶俗	negative
二心	negative
发傻	negative
繁乱	negative
犯规	negative
饭囊	negative
仿冒	negative
非笑	negative
匪患	negative
分肥	negative
疯话	negative
浮华	negative
负屈	negative
干涉	negative
公敌	negative
构陷	negative
蛊惑	negative
惯偷	negative
鬼物	negative
汗颜	negative
横加	negative
后患	negative
胡诌	negative
坏水	negative
谎报	negative
毁损	negative
秽语	negative
混事	negative
惑乱	negative
挤轧	negative
假球	negative
奸细	negative
搅局	negative
进谗	negative
酒鬼	negative
阔少	negative
谰言	negative
科盲	negative
空话	negative
酷吏	negative
诳语	negative
愦乱	negative
捞本	negative
勒派	negative
冷眼	negative
连累	negative
凌侮	negative
流离	negative
漏卮	negative
乱离	negative
沦落	negative
落魄	negative
埋没	negative
猫腻	negative
没羞	negative
闷棍	negative
靡靡	negative
明抢	negative
魔爪	negative
闹鬼	negative
逆产	negative
捏弄	negative
弄权	negative
虐政	negative
攀附	negative
叛逃	negative
喷粪	negative
皮脸	negative
偏安	negative
剽窃	negative
叵测	negative
欺辱	negative
启衅	negative
前科	negative
歉收	negative
强占	negative
侵权	negative
求乞	negative
趋奉	negative
权势	negative
肉欲	negative
丧命	negative
塞责	negative
伤害	negative
折本	negative
生番	negative
失当	negative
失事	negative
施暴	negative
受贿	negative
受辱	negative
衰替	negative
私仇	negative
死地	negative
损人	negative
贪官	negative
逃避	negative
套汇	negative
跳梁	negative
偷安	negative
投敌	negative
土豪	negative
退缩	negative
歪风	negative
顽钝	negative
妄取	negative
威迫	negative
违规	negative
窝赃	negative
芜劣	negative
西崽	negative
瑕玷	negative
纤弱	negative
险症	negative
萧然	negative
效尤	negative
邪门	negative
泄露	negative
凶毒	negative
凶气	negative
凶兆	negative
虚华	negative
虚饰	negative
蓄意	negative
炫弄	negative
延误	negative
夭逝	negative
妖言	negative
遗弃	negative
役使	negative
阴霾	negative
淫棍	negative
淫雨	negative
应声虫	negative
幽暗	negative
诱使	negative
迂论	negative
愚氓	negative
郁气	negative
冤苦	negative
怨詈	negative
灾害	negative
骚动	negative
大意	negative
忽忽不乐	negative
稀松	negative
尖酸刻薄	negative
无所作为	negative
依然故我	negative
急切	negative
闷气	negative
贫气	negative
把戏	negative
错乱	negative
难看	negative
肮脏	negative
差错	negative
破绽	negative
阻碍	negative
失败	negative
夸耀	negative
万念俱灰	negative
破败	negative
红眼	negative
反省	negative
乱糟糟	negative
龌龊	negative
尴尬	negative
不甘示弱	negative
猥琐	negative
拖泥带水	negative
诡谲	negative
癫狂	negative
上下其手	negative
刺眼	negative
浅尝辄止	negative
不值一提	negative
荒唐	negative
大言不惭	negative
寒碜	negative
搅乱	negative
多余	negative
说长道短	negative
私通	negative
侵占	negative
狭小	negative
失意	negative
不是味儿	negative
失礼	negative
缺乏	negative
鬼魔	negative
馋涎欲滴	negative
标榜	negative
险恶	negative
低下	negative
勉强	negative
荒疏	negative
若隐若现	negative
气焰	negative
不共戴天	negative
声泪俱下	negative
存心	negative
颓败	negative
零落	negative
生疏	negative
哀号	negative
微不足道	negative
冲撞	negative
木雕泥塑	negative
郁郁	negative
妖艳	negative
粗劣	negative
软绵绵	negative
奴才	negative
祸根	negative
侵害	negative
败坏	negative
松松垮垮	negative
虚应故事	negative
神魂颠倒	negative
巩固	negative
娇滴滴	negative
好笑	negative
夫子	negative
旁若无人	negative
癫狂	negative
鸡飞蛋打	negative
完蛋	negative
间不容发	negative
繁杂	negative
开心	negative
靠不住	negative
诛求	negative
专擅	negative
坐监	negative
玄奥	negative
过气	negative
呵叱	negative
捏一把汗	negative
破口大骂	negative
窘涩	negative
貌似真实的	negative
溺爱	negative
高姿态	negative
不可逾越	negative
单一	negative
仇人	negative
固守	negative
人祸	negative
贫贱	negative
平铺直叙	negative
病歪歪	negative
波谲云诡	negative
瘦弱	negative
不冷不热	negative
好不容易	negative
荒落	negative
没意思	negative
蛇蝎心肠	negative
气馁	negative
惨剧	negative
厌弃	negative
潦草	negative
不过尔尔	negative
阿飞	negative
污辱	negative
落花流水	negative
凄惨	negative
狐疑	negative
赃款	negative
糟烂	negative
躁动	negative
贼巢	negative
窄狭	negative
仗势	negative
肇事	negative
指斥	negative
致命	negative
中邪	negative
装样子	negative
浊世	negative
恣睢	negative
纵欲	negative
阻隔	negative
钻心	negative
嘴贫	negative
罪尤	negative
作乱	negative
啰里啰嗦	negative
暗地里	negative
白忙	negative
卑陋	negative
鄙贱	negative
要死要活	negative
不堪造就	negative
世态炎凉	negative
水泄不通	negative
死死	negative
酸涩	negative
徒然	negative
危机四伏	negative
无关大局	negative
无人过问	negative
下三滥	negative
不起眼儿	negative
不问三七二十一	negative
不着调	negative
残酷无情	negative
豺狼成性	negative
稀里糊涂	negative
咄咄逼人	negative
拮据	negative
装腔作势	negative
犹豫不前	negative
阴阳怪气	negative
臭不可闻	negative
疮痍满目	negative
粗手笨脚	negative
大手大脚	negative
胆小怕事	negative
等而下之	negative
低智	negative
东倒西歪	negative
饿殍遍野	negative
反社会	negative
费时	negative
肤皮潦草	negative
干干巴巴	negative
够呛	negative
孤陋寡闻	negative
寡言少语	negative
哄然	negative
花拳绣腿	negative
灰暗	negative
晦暗	negative
秽乱	negative
昏昧	negative
昏愦	negative
哀切	negative
抱不平	negative
鼻酸	negative
混混沌沌	negative
吃不准	negative
踌躇不前	negative
祸从天降	negative
呆住	negative
恶骂	negative
发飙	negative
费精神	negative
顾忌	negative
慌恐	negative
鸡蛋里挑骨头	negative
来气	negative
乱了方寸	negative
面有愧色	negative
气汹汹	negative
清算	negative
傻眼	negative
挑毛病	negative
惟恐	negative
心急如火	negative
羞窘	negative
训戒	negative
欲哭无泪	negative
找碴儿	negative
质疑	negative
诟病	negative
假正经	negative
竟敢	negative
假模假式	negative
挤挤插插	negative
心如蛇蝎	negative
心眼小	negative
学识谫陋	negative
浇漓	negative
矫情造作	negative
经济拮据	negative
空空洞洞	negative
口头上	negative
苦不唧	negative
狂妄自大	negative
老大难	negative
累卵	negative
冷血	negative
利已	negative
零乱	negative
令人费解	negative
令人厌恶	negative
乱烘烘	negative
满目疮痍	negative
没劲	negative
没头脑	negative
没有学问	negative
迷迷蒙蒙	negative
面无表情	negative
木头木脑	negative
男盗女娼	negative
行为不端	negative
硬生生	negative
虚无飘渺	negative
闹得慌	negative
蔫头耷脑	negative
蓬头垢面	negative
偏斜	negative
凭空	negative
凄苦	negative
欠完善	negative
禽兽不如	negative
穷苦	negative
缺乏教养	negative
扰扰	negative
任纵	negative
刁钻	negative
自愧弗如	negative
傲视	negative
霸气	negative
不是滋味儿	negative
黑蒙蒙	negative
荆棘载途	negative
茫茫然	negative
气粗	negative
无立足之地	negative
盲人骑瞎马	negative
乳臭未干	negative
嗓子不好	negative
傻呵呵	negative
神志委靡	negative
无故	negative
无目的	negative
竹篮打水	negative
最差	negative
叫真	negative
死有余辜	negative
无常	negative
老于世故	negative
形影相吊	negative
庸庸碌碌	negative
鱼龙混杂	negative
贼溜溜	negative
忸忸怩怩	negative
路人皆知	negative
爱毛反裘	negative
纲纪废弛	negative
三旨相公	negative
移天易日	negative
卖国求利	negative
棘没铜驼	negative
蹙国丧师	negative
哀艳	negative
妒火	negative
慰唁	negative
无可辩驳	negative
经心	negative
愤激	negative
气不忿	negative
忧愤	negative
愤慨	negative
民愤	negative
怒视	negative
易怒	negative
动气	negative
大发雷霆	negative
公愤	negative
泄愤	negative
怒目	negative
一刀两断	negative
三尸暴跳，七窍生烟	negative
皇上拍桌子－盛怒	negative
艴然不悦	negative
怒目而视	negative
声色俱厉	negative
热锅上的蒸笼－气到顶了	negative
尸骨未寒	negative
酸辛	negative
伤感	negative
哀叫	negative
节哀	negative
痛失	negative
椎心泣血	negative
无辜	negative
痛切	negative
忧戚	negative
切肤之痛	negative
啼哭	negative
哀泣	negative
泣不成声	negative
泪汪汪	negative
惜老怜贫	negative
苦味	negative
去日苦多	negative
荒凉	negative
星离云散	negative
重温旧梦	negative
孤单	negative
食不下咽	negative
触景商情	negative
寡妇死了儿－哭得好伤心	negative
板栗连壳吞下肚－千针万刺痛在心	negative
钢针刺胸口－心痛	negative
哑巴吃黄连－有苦说不出	negative
有口难分	negative
水深火热	negative
发憷	negative
骇异	negative
恐怖	negative
生怕	negative
畏罪	negative
屁滚尿流	negative
讳言	negative
发毛咕	negative
艰辛	negative
魂飞天外	negative
惶惶而不可终日	negative
倾耳侧目	negative
屈服	negative
暗算	negative
暴徒	negative
蚕食鲸吞	negative
丑剧	negative
勾结	negative
诡计	negative
荒淫	negative
打家劫舍	negative
毒害	negative
恶人	negative
逢迎	negative
狼心狗肺	negative
溜须拍马	negative
恶感	negative
憎恨	negative
邪恶	negative
迫害	negative
无礼	negative
怨气	negative
侵入	negative
曲意逢迎	negative
色厉内荏	negative
鄙视	negative
夙怨	negative
屠杀	negative
妄想	negative
瘟神	negative
无恶不作	negative
兴妖作怪	negative
榨取	negative
罪大恶极	negative
小视	negative
嗤之以鼻	negative
薄情	negative
专断	negative
贪杯	negative
欺生	negative
奸笑	negative
潮湿	negative
乌鸦命－人人憎	negative
千仇万恨	negative
过街老鼠	negative
怵心刿目	negative
狼狈不堪	negative
视而不见	negative
兔崽子	negative
党徒	negative
穷酸	negative
坏分子	negative
土棍	negative
魔头	negative
悍妇	negative
死心眼儿	negative
谣诼	negative
羊质虎皮	negative
暗淡	negative
不齿	negative
不悦	negative
乏味	negative
怅惘	negative
熬心	negative
逆耳	negative
颓丧	negative
愁眉苦脸	negative
离愁	negative
懊丧	negative
压抑	negative
头痛	negative
怄气	negative
窘态	negative
闹情绪	negative
心病	negative
俗不可耐	negative
逼迫	negative
一潭死水	negative
借酒消愁	negative
疲劳	negative
不知所为	negative
唉声叹气	negative
自贻伊戚	negative
迷惘	negative
百无聊赖	negative
吃力	negative
懊糟	negative
蹦跶	negative
害羞	negative
羞耻	negative
羞赧	negative
磨不开	negative
羞羞答答	negative
愧疚	negative
错怪	negative
歉意	negative
悔罪	negative
终天之恨	negative
慌张	negative
焦虑不安	negative
心乱如麻	negative
焦虑	negative
忐忑	negative
操切	negative
惶惶	negative
惊惶失措	negative
毛躁	negative
匆匆	negative
耗子遇见猫－六神无主	negative
孙大圣闹天宫－慌了神	negative
顾左右而言其他	negative
顾此失彼	negative
张皇失措	negative
奔窜	negative
泄气	negative
憾事	negative
悲观失望	negative
回天乏术	negative
寸步难行	negative
败局	negative
嫉贤妒能	negative
打破醋坛子	negative
过敏	negative
启人疑窦	negative
多疑	negative
傲慢	negative
保守	negative
捕风捉影	negative
沉溺	negative
出尔反尔	negative
物欲	negative
虎头蛇尾	negative
长夜难明	negative
民穷财尽	negative
有天无日	negative
盛名之下，其实难副	negative
成败论人	negative
黄钟毁弃，瓦釜雷鸣	negative
阴谋诡计	negative
欺公罔法	negative
渎货无厌	negative
贪墨败度	negative
徇私舞弊	negative
墙倒众人推	negative
狡兔死，良狗烹	negative
挥金如土	negative
铺张扬厉	negative
胡思乱想	negative
梦中说梦	negative
子虚乌有	negative
危如丝发	negative
燕雀处堂	negative
一孔之见	negative
以貌取人	negative
大吹法螺	negative
张大其事	negative
只见树木，不见森林	negative
东掩西遮	negative
天差地远	negative
云泥之别	negative
穷途之哭	negative
山崩川竭	negative
世殊事异	negative
望而却步	negative
翻翻覆覆	negative
死灰复燃	negative
紧箍咒	negative
拔本塞源	negative
毁于一旦	negative
积劳成疾	negative
移花接木	negative
英雄气短	negative
八面玲珑	negative
大醇小疵	negative
屡教不改	negative
顽梗不化	negative
厚貌深情	negative
先入为主	negative
重规叠矩	negative
零敲碎打	negative
因袭陈规	negative
蚍蜉带盆	negative
惭凫企鹤	negative
反吟伏吟	negative
清尘浊水	negative
蓬户瓮牖	negative
赏同罚异	negative
土阶茅屋	negative
白骨露野	negative
断梗飘蓬	negative
以暴易暴	negative
不胜衣	negative
血流如注	negative
头疼脑热	negative
灭门绝户	negative
斗酒只鸡	negative
孤儿寡妇	negative
孤身只影	negative
名重识暗	negative
临事而惧	negative
信口胡言	negative
喙长三尺	negative
空谈快意	negative
虚谈高议	negative
刺刺不休	negative
数黄道黑	negative
不得其死	negative
赤口毒舌	negative
有闻必录	negative
退思补过	negative
不看了了	negative
楚囚对泣	negative
傍人篱壁	negative
居功自持	negative
挟势弄权	negative
欺世罔俗	negative
欺天罔地	negative
上梁不正下梁歪	negative
坐于涂炭	negative
弥天大祸	negative
屋漏偏遭连夜雨	negative
弹丸之地	negative
釜中生鱼	negative
聊以卒岁	negative
卖身投靠	negative
