word	emotion
变相	negative
辩驳	negative
表面化	negative
殡殓	negative
冰炭	negative
丙夜	negative
病虫害	negative
病故	negative
病痛	negative
补苴	negative
不符	negative
不景气	negative
不容	negative
不详	negative
断气	negative
风雨凄凄	negative
封豨脩蛇	negative
凤毛鸡胆	negative
敷衍搪塞	negative
浮收勒折	negative
福不重至，祸必重来	negative
釜鱼幕燕	negative
负地矜才	negative
负恩忘义	negative
附炎趋热	negative
附声吠影	negative
高下在口	negative
槁形灰心	negative
格格不纳	negative
隔靴爬痒	negative
弓影杯蛇	negative
狗口里生不出象牙	negative
狗苟蝇营	negative
狗盗鼠窃	negative
狗续金貂	negative
沽誉钓名	negative
象牙之塔	negative
萧飒	negative
小心	negative
笑面虎	negative
申冤	negative
呻吟	negative
蜃景	negative
生病	negative
失火	negative
失灵	negative
失却	negative
失陷	negative
迫降	negative
剖白	negative
歧出	negative
气吁吁	negative
牵扯	negative
自视	negative
无所顾忌	negative
暴跳	negative
忿忿然	negative
惊怖	negative
凄婉	negative
漫无目标	negative
手软	negative
厌世	negative
挟冤记仇	negative
请君入瓮	negative
自投罗网	negative
受惊	negative
卸任	negative
腥气	negative
凶信	negative
虚悬	negative
加塞儿	negative
震撼	negative
鹤发鸡皮	negative
蜂目豺声	negative
油头粉面	negative
淫言媟语	negative
引虎自卫	negative
鹰瞵虎攫	negative
营蝇斐锦	negative
油光水滑	negative
游骑无归	negative
有眼无瞳	negative
有声无实	negative
鱼目混珎	negative
鱼游釜底	negative
渔人得利	negative
愚眉肉眼	negative
雨散风流	negative
玉减香消	negative
鸢肩羔膝	negative
脱班	negative
枉费	negative
违抗	negative
随人作计	negative
随俗浮沈	negative
随声趋和	negative
碎心裂胆	negative
贪吃懒做	negative
贪惏无餍	negative
忐忑不定	negative
提心在口	negative
体规画圆	negative
替古人耽忧	negative
擿埴索途	negative
天昏地黑	negative
天崩地坍	negative
天粟马角	negative
添油加醋	negative
挑三嫌四	negative
条条框框	negative
同类相妒	negative
头出头没	negative
头焦额烂	negative
垂危	negative
存心积虑	negative
大缪不然	negative
单见浅闻	negative
胆裂魂飞	negative
诞谩不经	negative
党邪丑正	negative
倒持太阿	negative
道尽途殚	negative
道边苦李	negative
雕虫小艺	negative
钓名沽誉	negative
调词架讼	negative
跌脚槌胸	negative
丢魂失魄	negative
东扯西拉	negative
东窗消息	negative
强食弱肉	negative
墙高基下	negative
敲骨剥髓	negative
琴断朱弦	negative
青蝇染白	negative
轻薄无知	negative
情凄意切	negative
曲意承迎	negative
鹊巢鸠据	negative
惹草沾花	negative
人情冷暖	negative
如之奈何	negative
如狼如虎	negative
乳声乳气	negative
枘凿冰炭	negative
三日新妇	negative
三好二怯	negative
三头两日	negative
散灰扃户	negative
桑间之音	negative
山亏一篑	negative
伤心蒿目	negative
身先朝露	negative
身废名裂	negative
深文曲折	negative
深恶痛嫉	negative
神不收舍	negative
神奸巨猾	negative
神逝魄夺	negative
神魂飘荡	negative
神经错乱	negative
神头鬼脸	negative
失之交臂	negative
失张失智	negative
刺目	negative
醋劲儿	negative
错杂	negative
打群架	negative
误点	negative
系缚	negative
狎妓	negative
下风	negative
罅隙	negative
闲篇	negative
闲杂人员	negative
险地	negative
现成话	negative
陷于	negative
撒旦	negative
三光政策	negative
散亡	negative
丧事	negative
谨防	negative
惊魂	negative
查抄	negative
各行其是	negative
一盘散沙	negative
蒙在鼓里	negative
牗中窥日	negative
人穷智短	negative
挈瓶之知	negative
浅见寡闻	negative
不成才	negative
东闪西躲	negative
亦步亦趋	negative
率尔操觚	negative
东一榔头，西一棒杨	negative
自由放任	negative
下车作威	negative
直情径行	negative
右军习气	negative
眼不见，心不烦	negative
坐冷板凳	negative
漠不相关	negative
听之任之	negative
不以为意	negative
视如土芥	negative
大眼看小眼	negative
先意承旨	negative
附骥攀鸿	negative
拒人于千里之外	negative
固执已见	negative
凛如霜雪	negative
流天澈地	negative
流言飞文	negative
龙多乃旱	negative
龙胡之痛	negative
龙御上宾	negative
龙潜凤采	negative
陋巷箪瓢	negative
漏尽钟鸣	negative
鲁鱼亥豕	negative
鹿走苏台	negative
路柳墙花	negative
露宿风餐	negative
乱七八遭	negative
论长道短	negative
驴脣不对马嘴	negative
吕武操莽	negative
马足车尘	negative
马捉老鼠	negative
买王得羊	negative
卖乖弄俏	negative
卖俏迎奸	negative
谩天昧地	negative
满坑满谷	negative
猫噬鹦鹉	negative
冒大不韪	negative
没精没彩	negative
迷离徜仿	negative
靡靡之乐	negative
花着	negative
灰不溜丢	negative
减师半德	negative
见事生风	negative
见财起意	negative
践规踏矩	negative
江郎才掩	negative
将无做有	negative
降心顺俗	negative
交詈聚唾	negative
骄侈淫虐	negative
教猱升木	negative
挢揉造作	negative
揭箧探囊	negative
诘屈聱牙	negative
桀骜自恃	negative
金尽裘敝	negative
进退亡据	negative
进退惟谷	negative
进退无据	negative
进退双难	negative
进道若退	negative
荆天棘地	negative
惊心吊胆	negative
惊心夺目	negative
惊神破胆	negative
惊魂动魄	negative
鲸吞虎噬	negative
径行直遂	negative
静言令色	negative
酒地花天	negative
拘挛补衲	negative
忘义	negative
明修栈道，暗度陈仓	negative
胸中鳞甲	negative
巧言偏辞	negative
寻花问柳	negative
挂羊头，卖狗肉	negative
欺天诳地	negative
咬人狗儿不露齿	negative
装点门面	negative
失德	negative
轻世做物	negative
蛇欲吞象	negative
损人利已	negative
争多论少	negative
为德不卒	negative
三十六策，走为上计	negative
心为形役	negative
东藏西躲	negative
断烂朝报	negative
多言多语	negative
掇臀捧屁	negative
讹以滋讹	negative
恶直丑正	negative
二心两意	negative
方头不劣	negative
放饭流歠	negative
悱恻缠绵	negative
分情破爱	negative
焚林竭泽	negative
愤不欲生	negative
丰墙峭阯	negative
赫然	negative
洪灾	negative
抵命	negative
地方民族主义	negative
种族歧视	negative
主犯	negative
撞见	negative
追脏	negative
强奸	negative
抢先	negative
切切	negative
穷忙	negative
囚笼	negative
屈挠	negative
耍贫嘴	negative
劣株	negative
流落	negative
出毛病	negative
村夫俗子	negative
寸步难移	negative
搓手顿足	negative
打死老虎	negative
打家截道	negative
大厦将颠	negative
担雪塞井	negative
胆大心粗	negative
胆战心摇	negative
党恶佑奸	negative
倒打一瓦	negative
悼心疾首	negative
道傍苦李	negative
道殣相望	negative
得不偿失	negative
德音莫违	negative
雕虫篆刻	negative
调三惑四	negative
跌弹斑鸠	negative
丢三忘四	negative
东支西吾	negative
东劳西燕	negative
东播西流	negative
桃色	negative
惕励	negative
橘化为枳	negative
据高临下	negative
踞炉炭上	negative
决一死战	negative
抉目胥门	negative
溘先朝露	negative
口不择言	negative
口坠天花	negative
枯脑焦心	negative
刳精鉥心	negative
狂轰滥炸	negative
困心衡虑	negative
来日大难	negative
烂额焦头	negative
狼奔鼠偷	negative
狼号鬼哭	negative
狼顾鸢视	negative
劳心焦思	negative
乐极则悲	negative
乐尽悲来	negative
冷心冷面	negative
楞头呆脑	negative
离合悲欢	negative
李广未封	negative
詈夷为跖	negative
连昏达曙	negative
连篇累册	negative
怜新厌旧	negative
脸青鼻肿	negative
恋酒贪花	negative
两道三科	negative
斤斤自守	negative
死不瞑目	negative
于心何忍	negative
情怨理遣	negative
不觉技痒	negative
引绳批根	negative
瘦瘠	negative
耍笑	negative
舞文巧诋	negative
析交离亲	negative
嘻皮涎脸	negative
鲜衣美食	negative
闲言冷语	negative
涎脸餳眼	negative
埳井之蛙	negative
鸮心鸝舌	negative
销魂荡魄	negative
心忙意急	negative
心如寒灰	negative
心孤意怯	negative
心术不端	negative
心劳意冗	negative
心烦意冗	negative
心头鹿撞	negative
心惊胆落	negative
新愁旧恨	negative
空喊	negative
苦境	negative
亏蚀	negative
匹夫无罪，怀璧其罪	negative
片接寸附	negative
迫於眉睫	negative
破琴绝弦	negative
骑鹤望扬州	negative
綦谿利跂	negative
弃甲负弩	negative
千刀万剐	negative
千里之隄，溃于蚁穴	negative
前跋后疐	negative
部分质变	negative
应名儿	negative
陨获	negative
晕船	negative
灾星	negative
糟踏	negative
虎尾春冰	negative
四郊多垒	negative
羊入虎群	negative
腹心之疾	negative
似是而非	negative
一叶蔽目，不见泰山	negative
多藏厚亡	negative
花残月缺	negative
折戟沉沙	negative
非意相干	negative
视同路人	negative
吃里爬外　	negative
酒食征逐　	negative
五鬼闹判　	negative
朝中有人好做官　	negative
天末凉风	negative
月黑风高	negative
千里迢迢	negative
炮火连天	negative
仙山琼阁	negative
泯灭	negative
魔障	negative
拿架子	negative
哀思如潮	negative
岸然道貌	negative
暗气暗恼	negative
昂首天外	negative
傲慢不逊	negative
傲头傲脑	negative
拔了萝卜地皮宽	negative
霸道横行	negative
白驹空谷	negative
白眼相看	negative
败材伤锦	negative
拜赐之师	negative
半身不遂	negative
徬徨失措	negative
饱暖思淫欲	negative
抱头大哭	negative
暴内陵外	negative
杯中蛇影	negative
悲愁垂涕	negative
背公向私	negative
备位充数	negative
逼良为娼	negative
殉葬	negative
志骄气盈	negative
治丝而棼	negative
智尽能索	negative
中冓之言	negative
踵趾相接	negative
众难群移	negative
重赏之下，必有死夫	negative
肘行膝步	negative
侏儒观戏	negative
珠沉玉碎	negative
珠零玉落	negative
株连蔓引	negative
逐末弃本	negative
逐臭之夫	negative
逐影随波	negative
拽布披麻	negative
转死沟壑	negative
妆模作样	negative
追奔逐北	negative
追根求源	negative
追欢买笑	negative
捉生替死	negative
捉鸡骂狗	negative
恣凶稔恶	negative
足高气强	negative
阻山带河	negative
钻火得冰	negative
钻冰取火	negative
作嫁衣裳	negative
坐吃山崩	negative
坐食山空	negative
哀辞	negative
哀子	negative
碍面子	negative
露马脚	negative
落漠	negative
卖国贼	negative
口燥唇干	negative
体无完肤	negative
左思右想 	negative
感旧之哀	negative
无能为力	negative
一步一鬼	negative
聊以自慰	negative
寝不安席	negative
反躬自省	negative
喑恶叱咤	negative
血泪盈襟	negative
悲不自胜	negative
丧明之痛	negative
敢是	negative
保不住	negative
报仇	negative
暴病	negative
暴乱	negative
背不住	negative
奔忙	negative
逼勒	negative
秕子	negative
毕命	negative
避难	negative
鞭挞	negative
咆哮	negative
赔累	negative
怦怦	negative
颦蹙	negative
陵弱暴寡	negative
另起炉灶	negative
流落失所	negative
流离颠顿	negative
六道轮回	negative
龙生九种	negative
龙盘凤逸	negative
镂冰炊砾	negative
碌碌寡合	negative
乱语胡言	negative
论黄数黑	negative
驴头不对马嘴	negative
掠影浮光	negative
马牛襟裾	negative
骂天扯地	negative
买静求安	negative
卖官贩爵	negative
漫天叫价	negative
盲人扪烛	negative
毛遂堕井	negative
貌合行离	negative
没计奈何	negative
没颠没倒	negative
门衰祚薄	negative
扪参历井	negative
迷天大谎	negative
靡有孑遗	negative
孤臣孽子	negative
孤军深入	negative
骨肉未寒	negative
骨腾肉飞	negative
鼓眼努睛	negative
鼓馁旗靡	negative
故步自画	negative
顾左右而言他	negative
顾景惭形	negative
刮野扫地	negative
乖脣蜜舌	negative
观眉说眼	negative
官报私仇	negative
鳏寡惸独	negative
灌夫骂坐	negative
诡诞不经	negative
贵人多忘	negative
贵壮贱弱	negative
刿鉥肝肾	negative
酣歌恆舞	negative
含牙戴角	negative
汗血盐车	negative
汗流浃肤	negative
嚎天喊地	negative
好行小慧	negative
豪末不掇，将成斧柯	negative
何所不至	negative
河东三箧	negative
黑风孽海	negative
横行直走	negative
横眉立眼	negative
横眉瞪眼	negative
横灾飞祸	negative
横抢硬夺	negative
鸿都买第	negative
呼群结党	negative
狐狸尾巴	negative
狐鸣狗盗	negative
识羞	negative
食物中毒	negative
市惠	negative
势治	negative
收揽	negative
月盈则食	negative
云开雾释	negative
赃盈恶贯	negative
詀言詀语	negative
张眉努目	negative
招是搬非	negative
枕冷衾寒	negative
执迷不反	negative
蹠犬噬尧	negative
伪政权	negative
委罪	negative
文字狱	negative
无情	negative
投隙抵巇	negative
徒负虚名	negative
土龙沐猴	negative
抟空捕影	negative
颓垣废井	negative
吞声忍气	negative
讬于空言	negative
拖人落水	negative
跅幪不羁	negative
瓦解冰销	negative
外方内员	negative
剜肉做疮	negative
玩故習常	negative
顽皮赖肉	negative
亡国灭种	negative
枉曲直凑	negative
枉费心计	negative
忘恩失义	negative
望尘僄声	negative
为山止篑	negative
为恶不悛	negative
为虎作伥	negative
违天悖人	negative
唯利是求	negative
帷灯箧剑	negative
惟利是命	negative
尾大不掉	negative
未足轻重	negative
问柳评花	negative
乌踆兔走	negative
无天於上，无地於下	negative
无休无了	negative
无足重轻	negative
无所不作	negative
无所错手足	negative
无背无侧	negative
无家可奔	negative
无动於中	negative
无情少面	negative
痛击	negative
土蚕	negative
推卸	negative
合不来	negative
面是心非	negative
明火执杖	negative
谬以千里	negative
目不交睫	negative
目空馀子	negative
目无尊长	negative
南郭先生	negative
鸟惊鱼溃	negative
狞髯张目	negative
弄神弄鬼	negative
攀鳞附翼	negative
烹犬藏弓	negative
十死不问	negative
十室九匮	negative
十转九空	negative
食古如鲠	negative
豕窜狼逋	negative
使性谤气	negative
市井无赖	negative
势穷力蹙	negative
饰智矜愚	negative
视如草芥	negative
释生取义	negative
授人口实	negative
鼠目麞头	negative
鼠偷狗盗	negative
鼠齧虫穿	negative
束手自毙	negative
束手就困	negative
束马悬车	negative
树高招风	negative
水底捞月	negative
说是弄非	negative
思归其雌	negative
死声咷气	negative
悼辞	negative
萧森	negative
小动作	negative
小性儿	negative
携贰	negative
失机	negative
失迷	negative
失散	negative
失效	negative
恭惟	negative
孤负	negative
揭短	negative
劫夺	negative
戒除	negative
闹笑话	negative
幽禁	negative
诱惑	negative
逾分	negative
抄家	negative
超生	negative
成见	negative
惩处	negative
吃不住	negative
吃劲	negative
斥逐	negative
孤形吊影	negative
孤魂野鬼	negative
孤鸾照镜	negative
骨软筋麻	negative
鼓吻奋爪	negative
瞽言妄举	negative
寡情薄意	negative
怪雨盲风	negative
冠履倒置	negative
鬼吒狼嚎	negative
鬼计百端	negative
鬼哭神号	negative
鬼魅伎俩	negative
贵不召骄	negative
刿心刳腹	negative
过甚其辞	negative
海水桑田	negative
海阔天高	negative
含血潠人	negative
函矢相攻	negative
寒蝉仗马	negative
汗流接踵	negative
好自为之	negative
好酒贪杯	negative
豪夺巧取	negative
诃佛诋巫	negative
河水不犯井水	negative
河清海竭	negative
鹤膝蜂腰	negative
恨相见晚	negative
横拖倒扯	negative
横眉冷眼	negative
横遮竖挡	negative
横恩滥赏	negative
横徵暴赋	negative
轰堂大笑	negative
闳侈不经	negative
鸿鹄将至	negative
呼天唤地	negative
狐奔鼠窜	negative
狐媚魇道	negative
狐鸣篝中	negative
失迎	negative
施威	negative
什么的	negative
式微	negative
胡拉乱扯	negative
胡诌八扯	negative
怙终不悛	negative
怀宝迷邦	negative
慌手忙脚	negative
潢池弄兵	negative
灰烟瘴气	negative
悔读南华	negative
会少离多	negative
浑俗和光	negative
混作一谈	negative
活剥生吞	negative
火山汤海	negative
货赂大行	negative
祸盈恶稔	negative
赍志以殁	negative
极恶不赦	negative
嫉恶若仇	negative
计功谋利	negative
计较锱铢	negative
家散人亡	negative
戛釜撞甕	negative
假门假事	negative
尖言冷语	negative
煎豆摘瓜	negative
股栗	negative
惯匪	negative
浩叹	negative
机心	negative
急务	negative
别鹤孤鸾	negative
风餐露宿	negative
尺寸之功	negative
泰山梁木	negative
忍辱偷生	negative
反裘负当	negative
瓮牖绳枢	negative
道大莫容	negative
人为刀组	negative
上天无路	negative
罢黜	negative
罢休	negative
拜忏	negative
毛病	negative
闷倦	negative
渎犯	negative
断粮	negative
重足而立	negative
旧愁新恨	negative
深仇重怨	negative
洗雪逋负	negative
怨气冲天	negative
口口声声	negative
滔滔不绝	negative
反唇相稽	negative
臧否人物	negative
哓哓不休	negative
自我解嘲	negative
咬文嚼字	negative
避而不谈	negative
掉三寸舌	negative
呜鼓而攻攻之	negative
闲磕牙	negative
祸从口出	negative
一犬吠形，百犬吠声	negative
阙疑	negative
攘除	negative
绕弯子	negative
热辣辣	negative
入殓	negative
软磨	negative
私话	negative
思凡	negative
死硬	negative
送人情	negative
人为	negative
行奸卖俏	negative
形只影单	negative
寻弊索瑕	negative
掩眼捕雀	negative
阳解阴毒	negative
老八辈子	negative
老相	negative
泪痕	negative
冷落	negative
心有余悸	negative
千叮咛，万嘱咐	negative
钳口不言	negative
免开尊口	negative
正言厉色	negative
各抒已见	negative
舐皮论骨	negative
钻牛角尖	negative
锋芒逼人	negative
说短论长	negative
群居终日，盲不及义	negative
老生常谈	negative
言不尽意	negative
笔诛墨伐	negative
砭庸针俗	negative
别生枝节	negative
不了不当	negative
不知所错	negative
不知头脑	negative
不识抬举	negative
采凤随鸦	negative
惨无人理	negative
差之毫氂，失之千里	negative
长安少年	negative
长蛇封豕	negative
拗不过	negative
罢课	negative
败仗	negative
变卦	negative
殡车	negative
病根	negative
病容	negative
勃然	negative
不测	negative
不敷	negative
不见得	negative
不忍	negative
不适	negative
对口相声	negative
风花雪月	negative
浮光略影	negative
浮头滑脑	negative
俯仰随人	negative
釜底游魂	negative
负才傲物	negative
妇人醇酒	negative
附赘悬肬	negative
刚戾自用	negative
格於成例	negative
隔靴抓痒	negative
梗迹蓬飘	negative
攻苦食俭	negative
钩深图远	negative
狗尾貂续	negative
狗傍人势	negative
狗党狐群	negative
沽名卖直	negative
扑空	negative
弃置	negative
面面相看	negative
面谩腹诽	negative
乜斜缠帐	negative
明推暗就	negative
目眢心忳	negative
拿班作势	negative
泥猪疥狗	negative
鸟散鱼溃	negative
牛马襟裾	negative
旁门邪道	negative
假面具	negative
因公行私	negative
阴凝冰坚	negative
银样蜡枪头	negative
营私作弊	negative
油嘴油舌	negative
予取予夺	negative
鱼游沸鼎	negative
鱼县鸟窜	negative
鱼烂河决	negative
逾闲荡检	negative
榆枋之见	negative
与世浮沉	negative
语无诠次	negative
玉毁椟中	negative
鬻声钓世	negative
渊鱼丛爵	negative
元恶大憝	negative
如堕烟海	negative
胸无大志	negative
滥竿充数	negative
天下本无事，庸人自扰之	negative
草率收兵	negative
舐糠及米	negative
脑中无数	negative
尊古卑今	negative
猪八戒吃人参果，全不知滋味	negative
秋风过耳	negative
一问三不知	negative
怡声下气	negative
随世沈浮	negative
随珠弹雀	negative
遂迷不寤	negative
损人害己	negative
贪夫殉利	negative
贪求无已	negative
题名道姓	negative
摘埴索涂	negative
添盐着醋	negative
挑牙料脣	negative
偷鸡盗狗	negative
头昏眼暗	negative
头眩目昏	negative
头痛医头，脚痛医脚	negative
投阱下石	negative
敲髓洒膏	negative
轻世肆志	negative
轻言寡信	negative
囚首丧面	negative
权重秩卑	negative
鹊巢鸠主	negative
染指垂涎	negative
人荒马乱	negative
人琴俱逝	negative
仁柔寡断	negative
如有所失	negative
如弃敝屣	negative
三病四痛	negative
丧师辱国	negative
讪牙闲嗑	negative
上窜下跳	negative
身无完肤	negative
深根蟠结	negative
神号鬼泣	negative
神譁鬼叫	negative
尸居余气	negative
失魂丧胆	negative
存在主义	negative
大不了	negative
报复主义	negative
暴风雪	negative
悲悼	negative
背离	negative
奔丧	negative
苯中毒	negative
逼仄	negative
贬抑	negative
假撇清	negative
蜕皮	negative
脱漏	negative
外心	negative
据图刎首	negative
捐本逐末	negative
卷席而居	negative
抉瑕摘釁	negative
麇骇雉伏	negative
刻木为吏	negative
口耳相承	negative
夸夸而谈	negative
狼前虎后	negative
狼嗥鬼叫	negative
狼顾鸱跱	negative
劳形苦心	negative
冷言热语	negative
连篇累幅	negative
两两三三	negative
两头三面	negative
杀人越贷	negative
慌神儿	negative
簧鼓	negative
毁誉	negative
质非文是	negative
智小言大	negative
雉头狐腋	negative
钟鼎人家	negative
重厚少文	negative
重逆无道	negative
肘腋之患	negative
昼警夕惕	negative
诛求无已	negative
珠沉璧碎	negative
逐名趋势	negative
逐浪随波	negative
逐逐眈眈	negative
助纣为虐	negative
柱小倾大	negative
抓乖弄俏	negative
拽巷啰街	negative
追根查源	negative
拙嘴笨舌	negative
捉风捕影	negative
捉襟露肘	negative
浞訾栗斯	negative
恣无忌惮	negative
足趼舌敝	negative
钻穴逾垣	negative
遵养晦时	negative
作言造语	negative
坐失事机	negative
坐戒垂堂	negative
做好做恶	negative
凿空取办	negative
哀的美敦书	negative
卖人情	negative
东磕西撞	negative
冬箑夏裘	negative
斗绝一隅	negative
毒赋賸敛	negative
杜口吞声	negative
妒贤疾能	negative
断章取意	negative
顿足搓手	negative
多一事不如省一事	negative
多嘴献浅	negative
阿时趋俗	negative
发怒冲冠	negative
凡才浅识	negative
反裘伤皮	negative
贩交买名	negative
放泼撒豪	negative
飞蛾赴烛	negative
分斤掰两	negative
焚林而田	negative
红潮	negative
后事	negative
糊弄局	negative
低落	negative
敌手	negative
调笑	negative
血癌	negative
血债	negative
鸦片战争	negative
屏障	negative
猪瘟	negative
逐臭	negative
主观主义	negative
蛀心虫	negative
追查	negative
惴栗	negative
党邪丑1	negative
逃散	negative
讨便宜	negative
天险	negative
挑字眼儿	negative
强权政治	negative
抢嘴	negative
侵略战争	negative
青楼	negative
穷棒子	negative
穷期	negative
雾鳞云爪	negative
析言破律	negative
鲜廉寡耻	negative
涎皮涎脸	negative
衒玉贾石	negative
枭心鹤貌	negative
小题大做	negative
协私罔上	negative
心上心下	negative
心若死灰	negative
心浮气盛	negative
釁稔恶盈	negative
寇仇	negative
拉近乎	negative
酷刑	negative
溃逃	negative
飘萍断梗	negative
贫嘴滑舌	negative
破胆寒心	negative
七拱八翘	negative
欺上罔下	negative
奇离古怪	negative
骑鹤上扬	negative
乞哀告怜	negative
气忍声吞	negative
弃车走林	negative
弃旧迎新	negative
千人一面	negative
千难万苦	negative
钳口挢舌	negative
潜窃阳剽	negative
裁撤	negative
残存	negative
苍老	negative
搀兑	negative
冤枉路	negative
拶子	negative
在逃	negative
脏字	negative
阽危之域	negative
累卵之危	negative
莫辨楮叶	negative
宴安鸩素毒	negative
文章憎命	negative
势穷力竭	negative
多许少与	negative
卑辞重币　	negative
以蠡测海　	negative
急风暴雨	negative
花街柳巷	negative
龙潭虎穴	negative
羊肠鸟道	negative
风景不殊	negative
可乘之隙	negative
耐烦	negative
哀毁瘠立	negative
騃童钝夫	negative
碍足碍手	negative
暗昧之事	negative
傲睨一切	negative
跋扈自恣	negative
白首空归	negative
百般刁难	negative
百巧千穷	negative
百业萧条	negative
败俗伤化	negative
半三不四	negative
伴食中书	negative
苞苴竿牍	negative
抱火卧薪	negative
抱蔓摘瓜	negative
悲歌击筑	negative
背恩忘义	negative
五斗折腰	negative
蹉跎日月	negative
偷合苟容	negative
三头二面	negative
作恶多端	negative
擢发难数	negative
诈败佯输	negative
背思忘义	negative
呼么喝六	negative
横加指责	negative
狐假虎咸	negative
饥附饱扬	negative
四体不勤，五谷不分	negative
引颈受戮	negative
知荣守辱	negative
裘马轻肥	negative
见噎废食	negative
槛花笼鹤	negative
江流日下	negative
将虾钓鳖	negative
降志辱身	negative
郊寒岛瘦	negative
骄泰淫泆	negative
焦金流石	negative
狡焉思启	negative
街号巷哭	negative
诘诎聱牙	negative
桀敖不驯	negative
进退跋疐	negative
进退触篱	negative
荆棘满途	negative
惊心破胆	negative
惊心褫魄	negative
惊魂丧魄	negative
径情直遂	negative
酒色之徒	negative
救火投薪	negative
鞫为茂草	negative
志哀	negative
心力交瘁	negative
札人忧天	negative
不可究诘	negative
迫不得已	negative
望洋兴叹	negative
堕云雾中	negative
一口吃个胖子	negative
局促不安	negative
搔头摸耳	negative
忧心仲忡	negative
噬脐何及	negative
盱衡厉色	negative
2气斗狠	negative
泣涕如雨	negative
附骥	negative
西晒	negative
狭窄	negative
闲人	negative
现话	negative
丧葬	negative
杀生	negative
筛糠	negative
扇动	negative
伤号	negative
抛弃	negative
袍哥	negative
跑江湖	negative
跑辙	negative
陪衬	negative
赔不是	negative
赔罪	negative
批驳	negative
疲顿	negative
撇弃	negative
平毁	negative
凭陵	negative
云烟过眼	negative
赃污狼籍	negative
赃秽狼藉	negative
造言捏词	negative
贼子乱臣	negative
谮下谩上	negative
沾沾自满	negative
战战惶惶	negative
枕戈饮血	negative
整冠纳履	negative
指鹿作马	negative
未必	negative
文化大革命	negative
乌龟	negative
无度	negative
投闲置散	negative
徒子徒孙	negative
途遥日暮	negative
土崩鱼烂	negative
兔死犬饥	negative
兔头麞脑	negative
推三推四	negative
推聋作哑	negative
吞言咽理	negative
吞声饮气	negative
唾面自乾	negative
瓦查尿溺	negative
歪不横楞	negative
外强中瘠	negative
玩岁愒月	negative
亡猿祸木	negative
枉口嚼舌	negative
枉道事人	negative
枉辔学步	negative
望空捉影	negative
望尘奔溃	negative
威重令行	negative
为虺弗摧	negative
为渊驱鱼	negative
帷幕不修	negative
惟口起羞	negative
偎红倚翠	negative
文身剪发	negative
闻风破胆	negative
瓮牖桑枢	negative
於呼哀哉	negative
无人问津	negative
无方之民	negative
无如之奈	negative
无何有乡	negative
无所施其伎	negative
无空不入	negative
无风扬波	negative
无根无蒂	negative
无恶不为	negative
施绯拖绿	negative
十恶五逆	negative
时乖运蹇	negative
拾人唾余	negative
食不知味	negative
食不餬口	negative
使羊将狼	negative
使嘴使舌	negative
事与心违	negative
饰非遂过	negative
视同陌路	negative
视为寇雠	negative
室怒市色	negative
收成弃败	negative
首足异处	negative
鼠迹狐踪	negative
鼠凭社贵	negative
数白论黄	negative
束手旁观	negative
束手缚脚	negative
树大招风	negative
霜露之思	negative
水月镜花	negative
司马牛之叹	negative
死求百赖	negative
死模活样	negative
呆小症	negative
叨教	negative
道歉	negative
不成	negative
交困	negative
绞杀	negative
搅扰	negative
阶段分化	negative
揭破	negative
结怨	negative
借端	negative
派头	negative
幽咽	negative
余毒	negative
窳败	negative
婢膝奴颜	negative
兵慌马乱	negative
剥肤及髓	negative
不分青白	negative
不拔一毛	negative
不咸不淡	negative
不教而诛	negative
不识好歹	negative
不护细行	negative
差之毫釐，谬以千里	negative
豺狼当路	negative
昌亭旅食	negative
长恶靡悛	negative
孤立寡与	negative
呼牛呼马	negative
狐埋狐扬	negative
食品污染	negative
胡作胡为	negative
鹄形菜色	negative
哗世动俗	negative
槐南一梦	negative
还珠买椟	negative
黄口小兒	negative
黄粱一梦	negative
黄钟长弃	negative
灰身泯智	negative
回肠百转	negative
毁方投圆	negative
诲奸导淫	negative
昏昏默默	negative
混水捞鱼	negative
魂不着体	negative
火热水深	negative
祸及池鱼	negative
祸稔恶积	negative
击搏挽裂	negative
饥冻交切	negative
机关算尽	negative
鸡飞狗走	negative
及时行乐	negative
极重不反	negative
亟疾苛察	negative
急敛暴徵	negative
计过自讼	negative
计穷虑尽	negative
枷脰械手	negative
驾鹤成仙	negative
古奥	negative
寡头	negative
问鼎	negative
混帐	negative
火坑	negative
急茬儿	negative
与世沉浮	negative
青蝇吊客	negative
风鬟雨鬓	negative
葬身鱼腹	negative
称薪而爨	negative
移东补西	negative
黄杨厄闻	negative
天台路迷	negative
饿莩遍野	negative
帮闲	negative
瓦影鱼	negative
微乎其微	negative
定时炸弹	negative
冻害	negative
痘疮	negative
赌咒	negative
迫近	negative
破击	negative
曝露	negative
起事	negative
牵掣	negative
犬儒	negative
认生	negative
肉头	negative
乳臭	negative
风雨晦冥	negative
佛头著粪	negative
浮收勒索	negative
抚躬自问	negative
负材任气	negative
负恩背义	negative
附势趋炎	negative
附翼攀鳞	negative
腹热心煎	negative
高睨大谈	negative
格杀勿论	negative
弓影浮杯	negative
拱手让人	negative
狗口里吐不出象牙	negative
狗咬吕洞宾	negative
狗盗鸡啼	negative
狗续侯冠	negative
沽誉买直	negative
偷情	negative
头面人物	negative
突兀	negative
私奔	negative
私了	negative
行号巷哭	negative
形影相依	negative
扬眉瞬目	negative
咬牙恨齿	negative
牢房	negative
老江湖	negative
泪眼	negative
离别	negative
